intervalNumber	intervalChrom	intervalStart	intervalEnd
1023	chr1	5110001	5120000
1024	chr1	5115001	5125000
1025	chr1	5120001	5130000
1026	chr1	5125001	5135000
1027	chr1	5130001	5140000
1028	chr1	5135001	5145000
1029	chr1	5140001	5150000
1030	chr1	5145001	5155000
1031	chr1	5150001	5160000
1032	chr1	5155001	5165000
1033	chr1	5160001	5170000
1034	chr1	5165001	5175000
1035	chr1	5170001	5180000
1036	chr1	5175001	5185000
1037	chr1	5180001	5190000
1038	chr1	5185001	5195000
1039	chr1	5190001	5200000
1040	chr1	5195001	5205000
1041	chr1	5200001	5210000
1042	chr1	5205001	5215000
1043	chr1	5210001	5220000
1044	chr1	5215001	5225000
1045	chr1	5220001	5230000
1046	chr1	5225001	5235000
1047	chr1	5230001	5240000
1048	chr1	5235001	5245000
1049	chr1	5240001	5250000
1050	chr1	5245001	5255000
1051	chr1	5250001	5260000
1052	chr1	5255001	5265000
1053	chr1	5260001	5270000
1054	chr1	5265001	5275000
1055	chr1	5270001	5280000
1056	chr1	5275001	5285000
1057	chr1	5280001	5290000
1058	chr1	5285001	5295000
1059	chr1	5290001	5300000
1060	chr1	5295001	5305000
1061	chr1	5300001	5310000
1062	chr1	5305001	5315000
1063	chr1	5310001	5320000
1064	chr1	5315001	5325000
1065	chr1	5320001	5330000
1066	chr1	5325001	5335000
1067	chr1	5330001	5340000
1068	chr1	5335001	5345000
1069	chr1	5340001	5350000
1070	chr1	5345001	5355000
1071	chr1	5350001	5360000
1072	chr1	5355001	5365000
1073	chr1	5360001	5370000
1074	chr1	5365001	5375000
1075	chr1	5370001	5380000
1076	chr1	5375001	5385000
1077	chr1	5380001	5390000
1078	chr1	5385001	5395000
1079	chr1	5390001	5400000
1080	chr1	5395001	5405000
1081	chr1	5400001	5410000
1082	chr1	5405001	5415000
1083	chr1	5410001	5420000
1084	chr1	5415001	5425000
1085	chr1	5420001	5430000
1086	chr1	5425001	5435000
1087	chr1	5430001	5440000
1088	chr1	5435001	5445000
1089	chr1	5440001	5450000
1090	chr1	5445001	5455000
1091	chr1	5450001	5460000
1092	chr1	5455001	5465000
1093	chr1	5460001	5470000
1094	chr1	5465001	5475000
1095	chr1	5470001	5480000
1096	chr1	5475001	5485000
1097	chr1	5480001	5490000
1098	chr1	5485001	5495000
1099	chr1	5490001	5500000
1100	chr1	5495001	5505000
1101	chr1	5500001	5510000
1102	chr1	5505001	5515000
1103	chr1	5510001	5520000
1104	chr1	5515001	5525000
1105	chr1	5520001	5530000
1106	chr1	5525001	5535000
1107	chr1	5530001	5540000
1108	chr1	5535001	5545000
1109	chr1	5540001	5550000
1110	chr1	5545001	5555000
1111	chr1	5550001	5560000
1112	chr1	5555001	5565000
1113	chr1	5560001	5570000
1114	chr1	5565001	5575000
1115	chr1	5570001	5580000
1116	chr1	5575001	5585000
1117	chr1	5580001	5590000
1118	chr1	5585001	5595000
1119	chr1	5590001	5600000
1120	chr1	5595001	5605000
1121	chr1	5600001	5610000
1122	chr1	5605001	5615000
1123	chr1	5610001	5620000
1124	chr1	5615001	5625000
1125	chr1	5620001	5630000
1126	chr1	5625001	5635000
1127	chr1	5630001	5640000
1128	chr1	5635001	5645000
1129	chr1	5640001	5650000
1130	chr1	5645001	5655000
1131	chr1	5650001	5660000
1132	chr1	5655001	5665000
1133	chr1	5660001	5670000
1134	chr1	5665001	5675000
1135	chr1	5670001	5680000
1136	chr1	5675001	5685000
1137	chr1	5680001	5690000
1138	chr1	5685001	5695000
1139	chr1	5690001	5700000
1140	chr1	5695001	5705000
1141	chr1	5700001	5710000
1142	chr1	5705001	5715000
1143	chr1	5710001	5720000
1144	chr1	5715001	5725000
1145	chr1	5720001	5730000
1146	chr1	5725001	5735000
1147	chr1	5730001	5740000
1148	chr1	5735001	5745000
1149	chr1	5740001	5750000
1150	chr1	5745001	5755000
1151	chr1	5750001	5760000
1152	chr1	5755001	5765000
1153	chr1	5760001	5770000
1154	chr1	5765001	5775000
1155	chr1	5770001	5780000
1156	chr1	5775001	5785000
1157	chr1	5780001	5790000
1158	chr1	5785001	5795000
1159	chr1	5790001	5800000
1160	chr1	5795001	5805000
1161	chr1	5800001	5810000
1162	chr1	5805001	5815000
1163	chr1	5810001	5820000
1164	chr1	5815001	5825000
1165	chr1	5820001	5830000
1166	chr1	5825001	5835000
1167	chr1	5830001	5840000
1168	chr1	5835001	5845000
1169	chr1	5840001	5850000
1170	chr1	5845001	5855000
1171	chr1	5850001	5860000
1172	chr1	5855001	5865000
1173	chr1	5860001	5870000
1174	chr1	5865001	5875000
1175	chr1	5870001	5880000
1176	chr1	5875001	5885000
1177	chr1	5880001	5890000
1178	chr1	5885001	5895000
1179	chr1	5890001	5900000
1180	chr1	5895001	5905000
1181	chr1	5900001	5910000
1182	chr1	5905001	5915000
1183	chr1	5910001	5920000
1184	chr1	5915001	5925000
1185	chr1	5920001	5930000
1186	chr1	5925001	5935000
1187	chr1	5930001	5940000
1188	chr1	5935001	5945000
1189	chr1	5940001	5950000
1190	chr1	5945001	5955000
1191	chr1	5950001	5960000
1192	chr1	5955001	5965000
1193	chr1	5960001	5970000
1194	chr1	5965001	5975000
1195	chr1	5970001	5980000
1196	chr1	5975001	5985000
1197	chr1	5980001	5990000
1198	chr1	5985001	5995000
1199	chr1	5990001	6000000
1200	chr1	5995001	6005000
1201	chr1	6000001	6010000
1202	chr1	6005001	6015000
1203	chr1	6010001	6020000
1204	chr1	6015001	6025000
1205	chr1	6020001	6030000
1206	chr1	6025001	6035000
1207	chr1	6030001	6040000
1208	chr1	6035001	6045000
1209	chr1	6040001	6050000
1210	chr1	6045001	6055000
1211	chr1	6050001	6060000
1212	chr1	6055001	6065000
1213	chr1	6060001	6070000
1214	chr1	6065001	6075000
1215	chr1	6070001	6080000
1216	chr1	6075001	6085000
1217	chr1	6080001	6090000
1218	chr1	6085001	6095000
1219	chr1	6090001	6100000
1220	chr1	6095001	6105000
1221	chr1	6100001	6110000
1222	chr1	6105001	6115000
1223	chr1	6110001	6120000
1224	chr1	6115001	6125000
1225	chr1	6120001	6130000
1226	chr1	6125001	6135000
1227	chr1	6130001	6140000
1228	chr1	6135001	6145000
1229	chr1	6140001	6150000
1230	chr1	6145001	6155000
1231	chr1	6150001	6160000
1232	chr1	6155001	6165000
1233	chr1	6160001	6170000
1234	chr1	6165001	6175000
1235	chr1	6170001	6180000
1236	chr1	6175001	6185000
1237	chr1	6180001	6190000
1238	chr1	6185001	6195000
1239	chr1	6190001	6200000
1240	chr1	6195001	6205000
1241	chr1	6200001	6210000
1242	chr1	6205001	6215000
1243	chr1	6210001	6220000
1244	chr1	6215001	6225000
1245	chr1	6220001	6230000
1246	chr1	6225001	6235000
1247	chr1	6230001	6240000
1248	chr1	6235001	6245000
1249	chr1	6240001	6250000
1250	chr1	6245001	6255000
1251	chr1	6250001	6260000
1252	chr1	6255001	6265000
1253	chr1	6260001	6270000
1254	chr1	6265001	6275000
1255	chr1	6270001	6280000
1256	chr1	6275001	6285000
1257	chr1	6280001	6290000
1258	chr1	6285001	6295000
1259	chr1	6290001	6300000
1260	chr1	6295001	6305000
1261	chr1	6300001	6310000
1262	chr1	6305001	6315000
1263	chr1	6310001	6320000
1264	chr1	6315001	6325000
1265	chr1	6320001	6330000
1266	chr1	6325001	6335000
1267	chr1	6330001	6340000
1268	chr1	6335001	6345000
1269	chr1	6340001	6350000
1270	chr1	6345001	6355000
1271	chr1	6350001	6360000
1272	chr1	6355001	6365000
1273	chr1	6360001	6370000
1274	chr1	6365001	6375000
1275	chr1	6370001	6380000
1276	chr1	6375001	6385000
1277	chr1	6380001	6390000
1278	chr1	6385001	6395000
1279	chr1	6390001	6400000
1280	chr1	6395001	6405000
1281	chr1	6400001	6410000
1282	chr1	6405001	6415000
1283	chr1	6410001	6420000
1284	chr1	6415001	6425000
1285	chr1	6420001	6430000
1286	chr1	6425001	6435000
1287	chr1	6430001	6440000
1288	chr1	6435001	6445000
1289	chr1	6440001	6450000
1290	chr1	6445001	6455000
1291	chr1	6450001	6460000
1292	chr1	6455001	6465000
1293	chr1	6460001	6470000
1294	chr1	6465001	6475000
1295	chr1	6470001	6480000
1296	chr1	6475001	6485000
1297	chr1	6480001	6490000
1298	chr1	6485001	6495000
1299	chr1	6490001	6500000
1300	chr1	6495001	6505000
1301	chr1	6500001	6510000
1302	chr1	6505001	6515000
1303	chr1	6510001	6520000
1304	chr1	6515001	6525000
1305	chr1	6520001	6530000
1306	chr1	6525001	6535000
1307	chr1	6530001	6540000
1308	chr1	6535001	6545000
1309	chr1	6540001	6550000
1310	chr1	6545001	6555000
1311	chr1	6550001	6560000
1312	chr1	6555001	6565000
1313	chr1	6560001	6570000
1314	chr1	6565001	6575000
1315	chr1	6570001	6580000
1316	chr1	6575001	6585000
1317	chr1	6580001	6590000
1318	chr1	6585001	6595000
1319	chr1	6590001	6600000
1320	chr1	6595001	6605000
1321	chr1	6600001	6610000
1322	chr1	6605001	6615000
1323	chr1	6610001	6620000
1324	chr1	6615001	6625000
1325	chr1	6620001	6630000
1326	chr1	6625001	6635000
1327	chr1	6630001	6640000
1328	chr1	6635001	6645000
1329	chr1	6640001	6650000
1330	chr1	6645001	6655000
1331	chr1	6650001	6660000
1332	chr1	6655001	6665000
1333	chr1	6660001	6670000
1334	chr1	6665001	6675000
1335	chr1	6670001	6680000
1336	chr1	6675001	6685000
1337	chr1	6680001	6690000
1338	chr1	6685001	6695000
1339	chr1	6690001	6700000
1340	chr1	6695001	6705000
1341	chr1	6700001	6710000
1342	chr1	6705001	6715000
1343	chr1	6710001	6720000
1344	chr1	6715001	6725000
1345	chr1	6720001	6730000
1346	chr1	6725001	6735000
1347	chr1	6730001	6740000
1348	chr1	6735001	6745000
1349	chr1	6740001	6750000
1350	chr1	6745001	6755000
1351	chr1	6750001	6760000
1352	chr1	6755001	6765000
1353	chr1	6760001	6770000
1354	chr1	6765001	6775000
1355	chr1	6770001	6780000
1356	chr1	6775001	6785000
1357	chr1	6780001	6790000
1358	chr1	6785001	6795000
1359	chr1	6790001	6800000
1360	chr1	6795001	6805000
1361	chr1	6800001	6810000
1362	chr1	6805001	6815000
1363	chr1	6810001	6820000
1364	chr1	6815001	6825000
1365	chr1	6820001	6830000
1366	chr1	6825001	6835000
1367	chr1	6830001	6840000
1368	chr1	6835001	6845000
1369	chr1	6840001	6850000
1370	chr1	6845001	6855000
1371	chr1	6850001	6860000
1372	chr1	6855001	6865000
1373	chr1	6860001	6870000
1374	chr1	6865001	6875000
1375	chr1	6870001	6880000
1376	chr1	6875001	6885000
1377	chr1	6880001	6890000
1378	chr1	6885001	6895000
1379	chr1	6890001	6900000
1380	chr1	6895001	6905000
1381	chr1	6900001	6910000
1382	chr1	6905001	6915000
1383	chr1	6910001	6920000
1384	chr1	6915001	6925000
1385	chr1	6920001	6930000
1386	chr1	6925001	6935000
1387	chr1	6930001	6940000
1388	chr1	6935001	6945000
1389	chr1	6940001	6950000
1390	chr1	6945001	6955000
1391	chr1	6950001	6960000
1392	chr1	6955001	6965000
1393	chr1	6960001	6970000
1394	chr1	6965001	6975000
1395	chr1	6970001	6980000
1396	chr1	6975001	6985000
1397	chr1	6980001	6990000
1398	chr1	6985001	6995000
1399	chr1	6990001	7000000
1400	chr1	6995001	7005000
1401	chr1	7000001	7010000
1402	chr1	7005001	7015000
1403	chr1	7010001	7020000
1404	chr1	7015001	7025000
1405	chr1	7020001	7030000
1406	chr1	7025001	7035000
1407	chr1	7030001	7040000
1408	chr1	7035001	7045000
1409	chr1	7040001	7050000
1410	chr1	7045001	7055000
1411	chr1	7050001	7060000
1412	chr1	7055001	7065000
1413	chr1	7060001	7070000
1414	chr1	7065001	7075000
1415	chr1	7070001	7080000
1416	chr1	7075001	7085000
1417	chr1	7080001	7090000
1418	chr1	7085001	7095000
1419	chr1	7090001	7100000
1420	chr1	7095001	7105000
1421	chr1	7100001	7110000
1422	chr1	7105001	7115000
1423	chr1	7110001	7120000
1424	chr1	7115001	7125000
1425	chr1	7120001	7130000
1426	chr1	7125001	7135000
1427	chr1	7130001	7140000
1428	chr1	7135001	7145000
1429	chr1	7140001	7150000
1430	chr1	7145001	7155000
1431	chr1	7150001	7160000
1432	chr1	7155001	7165000
1433	chr1	7160001	7170000
1434	chr1	7165001	7175000
1435	chr1	7170001	7180000
1436	chr1	7175001	7185000
1437	chr1	7180001	7190000
1438	chr1	7185001	7195000
1439	chr1	7190001	7200000
1440	chr1	7195001	7205000
1441	chr1	7200001	7210000
1442	chr1	7205001	7215000
1443	chr1	7210001	7220000
1444	chr1	7215001	7225000
1445	chr1	7220001	7230000
1446	chr1	7225001	7235000
1447	chr1	7230001	7240000
1448	chr1	7235001	7245000
1449	chr1	7240001	7250000
1450	chr1	7245001	7255000
1451	chr1	7250001	7260000
1452	chr1	7255001	7265000
1453	chr1	7260001	7270000
1454	chr1	7265001	7275000
1455	chr1	7270001	7280000
1456	chr1	7275001	7285000
1457	chr1	7280001	7290000
1458	chr1	7285001	7295000
1459	chr1	7290001	7300000
1460	chr1	7295001	7305000
1461	chr1	7300001	7310000
1462	chr1	7305001	7315000
1463	chr1	7310001	7320000
1464	chr1	7315001	7325000
1465	chr1	7320001	7330000
1466	chr1	7325001	7335000
1467	chr1	7330001	7340000
1468	chr1	7335001	7345000
1469	chr1	7340001	7350000
1470	chr1	7345001	7355000
1471	chr1	7350001	7360000
1472	chr1	7355001	7365000
1473	chr1	7360001	7370000
1474	chr1	7365001	7375000
1475	chr1	7370001	7380000
1476	chr1	7375001	7385000
1477	chr1	7380001	7390000
1478	chr1	7385001	7395000
1479	chr1	7390001	7400000
1480	chr1	7395001	7405000
1481	chr1	7400001	7410000
1482	chr1	7405001	7415000
1483	chr1	7410001	7420000
1484	chr1	7415001	7425000
1485	chr1	7420001	7430000
1486	chr1	7425001	7435000
1487	chr1	7430001	7440000
1488	chr1	7435001	7445000
1489	chr1	7440001	7450000
1490	chr1	7445001	7455000
1491	chr1	7450001	7460000
1492	chr1	7455001	7465000
1493	chr1	7460001	7470000
1494	chr1	7465001	7475000
1495	chr1	7470001	7480000
1496	chr1	7475001	7485000
1497	chr1	7480001	7490000
1498	chr1	7485001	7495000
1499	chr1	7490001	7500000
1500	chr1	7495001	7505000
1501	chr1	7500001	7510000
1502	chr1	7505001	7515000
1503	chr1	7510001	7520000
1504	chr1	7515001	7525000
1505	chr1	7520001	7530000
1506	chr1	7525001	7535000
1507	chr1	7530001	7540000
1508	chr1	7535001	7545000
1509	chr1	7540001	7550000
1510	chr1	7545001	7555000
1511	chr1	7550001	7560000
1512	chr1	7555001	7565000
1513	chr1	7560001	7570000
1514	chr1	7565001	7575000
1515	chr1	7570001	7580000
1516	chr1	7575001	7585000
1517	chr1	7580001	7590000
1518	chr1	7585001	7595000
1519	chr1	7590001	7600000
1520	chr1	7595001	7605000
1521	chr1	7600001	7610000
1522	chr1	7605001	7615000
1523	chr1	7610001	7620000
1524	chr1	7615001	7625000
1525	chr1	7620001	7630000
1526	chr1	7625001	7635000
1527	chr1	7630001	7640000
1528	chr1	7635001	7645000
1529	chr1	7640001	7650000
1530	chr1	7645001	7655000
1531	chr1	7650001	7660000
1532	chr1	7655001	7665000
1533	chr1	7660001	7670000
1534	chr1	7665001	7675000
1535	chr1	7670001	7680000
1536	chr1	7675001	7685000
1537	chr1	7680001	7690000
1538	chr1	7685001	7695000
1539	chr1	7690001	7700000
1540	chr1	7695001	7705000
1541	chr1	7700001	7710000
1542	chr1	7705001	7715000
1543	chr1	7710001	7720000
1544	chr1	7715001	7725000
1545	chr1	7720001	7730000
1546	chr1	7725001	7735000
1547	chr1	7730001	7740000
1548	chr1	7735001	7745000
1549	chr1	7740001	7750000
1550	chr1	7745001	7755000
1551	chr1	7750001	7760000
1552	chr1	7755001	7765000
1553	chr1	7760001	7770000
1554	chr1	7765001	7775000
1555	chr1	7770001	7780000
1556	chr1	7775001	7785000
1557	chr1	7780001	7790000
1558	chr1	7785001	7795000
1559	chr1	7790001	7800000
1560	chr1	7795001	7805000
1561	chr1	7800001	7810000
1562	chr1	7805001	7815000
1563	chr1	7810001	7820000
1564	chr1	7815001	7825000
1565	chr1	7820001	7830000
1566	chr1	7825001	7835000
1567	chr1	7830001	7840000
1568	chr1	7835001	7845000
1569	chr1	7840001	7850000
1570	chr1	7845001	7855000
1571	chr1	7850001	7860000
1572	chr1	7855001	7865000
1573	chr1	7860001	7870000
1574	chr1	7865001	7875000
1575	chr1	7870001	7880000
1576	chr1	7875001	7885000
1577	chr1	7880001	7890000
1578	chr1	7885001	7895000
1579	chr1	7890001	7900000
1580	chr1	7895001	7905000
1581	chr1	7900001	7910000
1582	chr1	7905001	7915000
1583	chr1	7910001	7920000
1584	chr1	7915001	7925000
1585	chr1	7920001	7930000
1586	chr1	7925001	7935000
1587	chr1	7930001	7940000
1588	chr1	7935001	7945000
1589	chr1	7940001	7950000
1590	chr1	7945001	7955000
1591	chr1	7950001	7960000
1592	chr1	7955001	7965000
1593	chr1	7960001	7970000
1594	chr1	7965001	7975000
1595	chr1	7970001	7980000
1596	chr1	7975001	7985000
1597	chr1	7980001	7990000
1598	chr1	7985001	7995000
1599	chr1	7990001	8000000
1600	chr1	7995001	8005000
1601	chr1	8000001	8010000
1602	chr1	8005001	8015000
1603	chr1	8010001	8020000
1604	chr1	8015001	8025000
1605	chr1	8020001	8030000
1606	chr1	8025001	8035000
1607	chr1	8030001	8040000
1608	chr1	8035001	8045000
1609	chr1	8040001	8050000
1610	chr1	8045001	8055000
1611	chr1	8050001	8060000
1612	chr1	8055001	8065000
1613	chr1	8060001	8070000
1614	chr1	8065001	8075000
1615	chr1	8070001	8080000
1616	chr1	8075001	8085000
1617	chr1	8080001	8090000
1618	chr1	8085001	8095000
1619	chr1	8090001	8100000
1620	chr1	8095001	8105000
1621	chr1	8100001	8110000
1622	chr1	8105001	8115000
1623	chr1	8110001	8120000
1624	chr1	8115001	8125000
1625	chr1	8120001	8130000
1626	chr1	8125001	8135000
1627	chr1	8130001	8140000
1628	chr1	8135001	8145000
1629	chr1	8140001	8150000
1630	chr1	8145001	8155000
1631	chr1	8150001	8160000
1632	chr1	8155001	8165000
1633	chr1	8160001	8170000
1634	chr1	8165001	8175000
1635	chr1	8170001	8180000
1636	chr1	8175001	8185000
1637	chr1	8180001	8190000
1638	chr1	8185001	8195000
1639	chr1	8190001	8200000
1640	chr1	8195001	8205000
1641	chr1	8200001	8210000
1642	chr1	8205001	8215000
1643	chr1	8210001	8220000
1644	chr1	8215001	8225000
1645	chr1	8220001	8230000
1646	chr1	8225001	8235000
1647	chr1	8230001	8240000
1648	chr1	8235001	8245000
1649	chr1	8240001	8250000
1650	chr1	8245001	8255000
1651	chr1	8250001	8260000
1652	chr1	8255001	8265000
1653	chr1	8260001	8270000
1654	chr1	8265001	8275000
1655	chr1	8270001	8280000
1656	chr1	8275001	8285000
1657	chr1	8280001	8290000
1658	chr1	8285001	8295000
1659	chr1	8290001	8300000
1660	chr1	8295001	8305000
1661	chr1	8300001	8310000
1662	chr1	8305001	8315000
1663	chr1	8310001	8320000
1664	chr1	8315001	8325000
1665	chr1	8320001	8330000
1666	chr1	8325001	8335000
1667	chr1	8330001	8340000
1668	chr1	8335001	8345000
1669	chr1	8340001	8350000
1670	chr1	8345001	8355000
1671	chr1	8350001	8360000
1672	chr1	8355001	8365000
1673	chr1	8360001	8370000
1674	chr1	8365001	8375000
1675	chr1	8370001	8380000
1676	chr1	8375001	8385000
1677	chr1	8380001	8390000
1678	chr1	8385001	8395000
1679	chr1	8390001	8400000
1680	chr1	8395001	8405000
1681	chr1	8400001	8410000
1682	chr1	8405001	8415000
1683	chr1	8410001	8420000
1684	chr1	8415001	8425000
1685	chr1	8420001	8430000
1686	chr1	8425001	8435000
1687	chr1	8430001	8440000
1688	chr1	8435001	8445000
1689	chr1	8440001	8450000
1690	chr1	8445001	8455000
1691	chr1	8450001	8460000
1692	chr1	8455001	8465000
1693	chr1	8460001	8470000
1694	chr1	8465001	8475000
1695	chr1	8470001	8480000
1696	chr1	8475001	8485000
1697	chr1	8480001	8490000
1698	chr1	8485001	8495000
1699	chr1	8490001	8500000
1700	chr1	8495001	8505000
1701	chr1	8500001	8510000
1702	chr1	8505001	8515000
1703	chr1	8510001	8520000
1704	chr1	8515001	8525000
1705	chr1	8520001	8530000
1706	chr1	8525001	8535000
1707	chr1	8530001	8540000
1708	chr1	8535001	8545000
1709	chr1	8540001	8550000
1710	chr1	8545001	8555000
1711	chr1	8550001	8560000
1712	chr1	8555001	8565000
1713	chr1	8560001	8570000
1714	chr1	8565001	8575000
1715	chr1	8570001	8580000
1716	chr1	8575001	8585000
1717	chr1	8580001	8590000
1718	chr1	8585001	8595000
1719	chr1	8590001	8600000
1720	chr1	8595001	8605000
1721	chr1	8600001	8610000
1722	chr1	8605001	8615000
1723	chr1	8610001	8620000
1724	chr1	8615001	8625000
1725	chr1	8620001	8630000
1726	chr1	8625001	8635000
1727	chr1	8630001	8640000
1728	chr1	8635001	8645000
1729	chr1	8640001	8650000
1730	chr1	8645001	8655000
1731	chr1	8650001	8660000
1732	chr1	8655001	8665000
1733	chr1	8660001	8670000
1734	chr1	8665001	8675000
1735	chr1	8670001	8680000
1736	chr1	8675001	8685000
1737	chr1	8680001	8690000
1738	chr1	8685001	8695000
1739	chr1	8690001	8700000
1740	chr1	8695001	8705000
1741	chr1	8700001	8710000
1742	chr1	8705001	8715000
1743	chr1	8710001	8720000
1744	chr1	8715001	8725000
1745	chr1	8720001	8730000
1746	chr1	8725001	8735000
1747	chr1	8730001	8740000
1748	chr1	8735001	8745000
1749	chr1	8740001	8750000
1750	chr1	8745001	8755000
1751	chr1	8750001	8760000
1752	chr1	8755001	8765000
1753	chr1	8760001	8770000
1754	chr1	8765001	8775000
1755	chr1	8770001	8780000
1756	chr1	8775001	8785000
1757	chr1	8780001	8790000
1758	chr1	8785001	8795000
1759	chr1	8790001	8800000
1760	chr1	8795001	8805000
1761	chr1	8800001	8810000
1762	chr1	8805001	8815000
1763	chr1	8810001	8820000
1764	chr1	8815001	8825000
1765	chr1	8820001	8830000
1766	chr1	8825001	8835000
1767	chr1	8830001	8840000
1768	chr1	8835001	8845000
1769	chr1	8840001	8850000
1770	chr1	8845001	8855000
1771	chr1	8850001	8860000
1772	chr1	8855001	8865000
1773	chr1	8860001	8870000
1774	chr1	8865001	8875000
1775	chr1	8870001	8880000
1776	chr1	8875001	8885000
1777	chr1	8880001	8890000
1778	chr1	8885001	8895000
1779	chr1	8890001	8900000
1780	chr1	8895001	8905000
1781	chr1	8900001	8910000
1782	chr1	8905001	8915000
1783	chr1	8910001	8920000
1784	chr1	8915001	8925000
1785	chr1	8920001	8930000
1786	chr1	8925001	8935000
1787	chr1	8930001	8940000
1788	chr1	8935001	8945000
1789	chr1	8940001	8950000
